"1410 E Valley Pkwy, Escondido, CA 92027",8,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL (M),700 N  ASH STREET,700,  ,Escondido,CA,92063,,,,,,,,,,,
"1411 E Valley Pkwy, Escondido, CA 92027",8,PETTY THEFT(All Other Larceny) (M),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92063,,,,,,,,,,,
"1412 E Valley Pkwy, Escondido, CA 92027",8,COMMERCIAL BURGLARY,1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92063,,,,,,,,,,,
"1413 E Valley Pkwy, Escondido, CA 92027",8,PETTY THEFT(Shoplift) (M),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92063,,,,,,,,,,,
"1414 E Valley Pkwy, Escondido, CA 92027",8,ARSON:STRUCTURE/FOREST LAND (F),400 N  ASH STREET,400,  ,Escondido,CA,92063,,,,,,,,,,,
"1415 E Valley Pkwy, Escondido, CA 92027",8,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1100 E  WASHINGTON AVENUE,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1416 E Valley Pkwy, Escondido, CA 92027",8,DISORD CONDUCT:ALC (M),1100 E  WASHINGTON AVENUE,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1417 E Valley Pkwy, Escondido, CA 92027",8,USE/UNDER INFL OF CONTROLLED SUBS (M),900 E  OHIO AVENUE,900,  ,Escondido,CA,92063,,,,,,,,,,,
"1418 E Valley Pkwy, Escondido, CA 92027",8,TREATMENT-MANDATED FELONY HARD DRUGS W/2 PRIORS (F,900 E  WASHINGTON AVENUE,900,  ,Escondido,CA,92063,,,,,,,,,,,
"1419 E Valley Pkwy, Escondido, CA 92027",8,DUI ALCOHOL (M),1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1420 E Valley Pkwy, Escondido, CA 92027",8,DUI ALCOHOL (M),700  ROOSEVELT STREET,700,  ,Escondido,CA,92063,,,,,,,,,,,
"1421 E Valley Pkwy, Escondido, CA 92027",8,FRAUD,1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92063,,,,,,,,,,,
"1422 E Valley Pkwy, Escondido, CA 92027",8,DISORD CONDUCT:ALC (M),500 N  ROSE STREET,500,  ,Escondido,CA,92063,,,,,,,,,,,
"1423 E Valley Pkwy, Escondido, CA 92027",8,PETTY THEFT(Shoplift) (M),1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1424 E Valley Pkwy, Escondido, CA 92027",8,COMMERCIAL BURGLARY,1100 E  WASHINGTON AVENUE,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1425 E Valley Pkwy, Escondido, CA 92027",8,SIMPLE BATTERY (M),1500 E  GRAND AVENUE,1500,  ,Escondido,CA,92063,,,,,,,,,,,
"1426 E Valley Pkwy, Escondido, CA 92027",8,PETTY THEFT(All Other Larceny) (M),500  SAN PASQUAL VALLEY ROAD,500,  ,Escondido,CA,92063,,,,,,,,,,,
"1427 E Valley Pkwy, Escondido, CA 92027",8,PETTY THEFT(Shoplift) (M),1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1428 E Valley Pkwy, Escondido, CA 92027",8,PETTY THEFT(Shoplift) (M),1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1429 E Valley Pkwy, Escondido, CA 92027",8,DUI ALCOHOL (M),1200 E  WASHINGTON AVENUE,1200,  ,Escondido,CA,92063,,,,,,,,,,,
"1430 E Valley Pkwy, Escondido, CA 92027",8,DUI ALCOHOL (M),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1431 E Valley Pkwy, Escondido, CA 92027",8,COMMERCIAL BURGLARY,1200 E  PENNSYLVANIA AVENUE,1200,  ,Escondido,CA,92063,,,,,,,,,,,
"1432 E Valley Pkwy, Escondido, CA 92027",8,DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG (M),1400 E  VALLEY PARKWAY,1400,  ,Escondido,CA,92063,,,,,,,,,,,
"1433 E Valley Pkwy, Escondido, CA 92027",8,POSS CONTROLLED SUBS PARAPHERNALIA (M),400 N  ROSE STREET,400,  ,Escondido,CA,92063,,,,,,,,,,,
"1434 E Valley Pkwy, Escondido, CA 92027",8,DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG (M),1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92063,,,,,,,,,,,
"1435 E Valley Pkwy, Escondido, CA 92027",8,USE/UNDER INFL OF CONTROLLED SUBS (M),1100 E  VALLEY PARKWAY,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1436 E Valley Pkwy, Escondido, CA 92027",8,POSS CONTROLLED SUBS PARAPHERNALIA (M),1500 E  GRAND AVENUE,1500,  ,Escondido,CA,92063,,,,,,,,,,,
"1437 E Valley Pkwy, Escondido, CA 92027",8,VEHICLE BREAK-IN/THEFT,1000 E  GRAND AVENUE,1000,  ,Escondido,CA,92063,,,,,,,,,,,
"1438 E Valley Pkwy, Escondido, CA 92027",8,DISORD CONDUCT:ALC (M),1200 E  OHIO AVENUE,1200,  ,Escondido,CA,92063,,,,,,,,,,,
"1439 E Valley Pkwy, Escondido, CA 92027",8,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92063,,,,,,,,,,,
"1440 E Valley Pkwy, Escondido, CA 92027",8,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),1500 E  GRAND AVENUE,1500,  ,Escondido,CA,92063,,,,,,,,,,,
"1441 E Valley Pkwy, Escondido, CA 92027",8,VANDALISM ($400 OR MORE) (F),1200  JEFFERSON AVENUE,1200,  ,Escondido,CA,92063,,,,,,,,,,,
"1442 E Valley Pkwy, Escondido, CA 92027",8,PETTY THEFT(from Building) (M),1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1443 E Valley Pkwy, Escondido, CA 92027",8,VEHICLE BREAK-IN/THEFT,1400 E  VALLEY PARKWAY,1400,  ,Escondido,CA,92063,,,,,,,,,,,
"1444 E Valley Pkwy, Escondido, CA 92027",8,POSS CONTROLLED SUBS PARAPHERNALIA (M),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1445 E Valley Pkwy, Escondido, CA 92027",8,USE/UNDER INFL OF CONTROLLED SUBS (M),1100 E  VALLEY PARKWAY,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1446 E Valley Pkwy, Escondido, CA 92027",8,VANDALISM [$400 OR LESS] (M),1000 E  02ND AVENUE,1000,  ,Escondido,CA,92063,,,,,,,,,,,
"1447 E Valley Pkwy, Escondido, CA 92027",8,DUI ALCOHOL (M),700 N  RUSTIC ROAD,700,  ,Escondido,CA,92063,,,,,,,,,,,
"1448 E Valley Pkwy, Escondido, CA 92027",8,CARRY CONCEALED DIRK OR DAGGER (F),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1449 E Valley Pkwy, Escondido, CA 92027",8,DISORD CONDUCT:ALC (M),1000 E  PENNSYLVANIA AVENUE,1000,  ,Escondido,CA,92063,,,,,,,,,,,
"1450 E Valley Pkwy, Escondido, CA 92027",8,DUI ALCOHOL (M),1400  JEFFERSON AVENUE,1400,  ,Escondido,CA,92063,,,,,,,,,,,
"1451 E Valley Pkwy, Escondido, CA 92027",8,WILLFUL CRUELTY TO CHILD NO GBI (M),1400 E  MISSION AVENUE,1400,  ,Escondido,CA,92063,,,,,,,,,,,
"1452 E Valley Pkwy, Escondido, CA 92027",8,PETTY THEFT(Shoplift) (M),1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1453 E Valley Pkwy, Escondido, CA 92027",8,POSS CONTROLLED SUBS PARAPHERNALIA (M),1100 E  PENNSYLVANIA AVENUE,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1454 E Valley Pkwy, Escondido, CA 92027",8,VEHICLE BREAK-IN/THEFT,1400 E  VALLEY PARKWAY,1400,  ,Escondido,CA,92063,,,,,,,,,,,
"1455 E Valley Pkwy, Escondido, CA 92027",8,POSSESS CONTROLLED SUBSTANCE (M),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92063,,,,,,,,,,,
"1456 E Valley Pkwy, Escondido, CA 92027",8,POSS NARCOTIC CONTROLLED SUBS (M),500  HARDING STREET,500,  ,Escondido,CA,92063,,,,,,,,,,,
"1457 E Valley Pkwy, Escondido, CA 92027",8,POSS CONTROLLED SUBS PARAPHERNALIA (M),1400 E  VALLEY PARKWAY,1400,  ,Escondido,CA,92063,,,,,,,,,,,
"1458 E Valley Pkwy, Escondido, CA 92027",8,POSS NARCOTIC CONTROLLED SUBS (M),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1459 E Valley Pkwy, Escondido, CA 92027",8,VEHICLE BREAK-IN/THEFT,1000 E  WASHINGTON AVENUE,1000,  ,Escondido,CA,92063,,,,,,,,,,,
"1460 E Valley Pkwy, Escondido, CA 92027",8,WILLFUL CRUELTY TO CHILD NO GBI (M),500 N  ROSE STREET,500,  ,Escondido,CA,92063,,,,,,,,,,,
"1461 E Valley Pkwy, Escondido, CA 92027",8,USE/UNDER INFL OF CONTROLLED SUBS (M),1000 E  OHIO AVENUE,1000,  ,Escondido,CA,92063,,,,,,,,,,,
"1462 E Valley Pkwy, Escondido, CA 92027",8,VANDALISM ($400 OR MORE) (F),200 S  BEECH STREET,200,  ,Escondido,CA,92063,,,,,,,,,,,
"1463 E Valley Pkwy, Escondido, CA 92027",8,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),700  ROOSEVELT STREET,700,  ,Escondido,CA,92063,,,,,,,,,,,
"1464 E Valley Pkwy, Escondido, CA 92027",8,WILLFUL CRUELTY TO CHILD: WITH INJURY/DEATH (F),400  EL RANCHO LANE,400,  ,Escondido,CA,92063,,,,,,,,,,,
"1465 E Valley Pkwy, Escondido, CA 92027",8,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),1300  MC KINLEY AVENUE,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1466 E Valley Pkwy, Escondido, CA 92027",8,COMMERCIAL BURGLARY,400 N  ROSE STREET,400,  ,Escondido,CA,92063,,,,,,,,,,,
"1467 E Valley Pkwy, Escondido, CA 92027",8,GRAND THEFT (Theft From Building) (F),500 N  ROSE STREET,500,  ,Escondido,CA,92063,,,,,,,,,,,
"1468 E Valley Pkwy, Escondido, CA 92027",8,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL (M),1000 E  WASHINGTON AVENUE,1000,  ,Escondido,CA,92063,,,,,,,,,,,
"1469 E Valley Pkwy, Escondido, CA 92027",8,DUI DRUG (M),MILLS STREET & E WASHINGTON AVENUE,0,  ,Escondido,CA,92063,,,,,,,,,,,
"1470 E Valley Pkwy, Escondido, CA 92027",8,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),1400 E  VALLEY PARKWAY,1400,  ,Escondido,CA,92063,,,,,,,,,,,
"1471 E Valley Pkwy, Escondido, CA 92027",8,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),1100 E  03RD AVENUE,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1472 E Valley Pkwy, Escondido, CA 92027",8,DUI ALCOHOL (M),900 E  VALLEY PARKWAY,900,  ,Escondido,CA,92063,,,,,,,,,,,
"1473 E Valley Pkwy, Escondido, CA 92027",8,PETTY THEFT(from Building) (M),1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1474 E Valley Pkwy, Escondido, CA 92027",8,WILLFUL CRUELTY TO CHILD: WITH INJURY/DEATH (F),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92063,,,,,,,,,,,
"1475 E Valley Pkwy, Escondido, CA 92027",8,DUI ALCOHOL (M),1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1476 E Valley Pkwy, Escondido, CA 92027",8,STREET ROBBERY - WEAPON USED,1000 E  WASHINGTON AVENUE,1000,  ,Escondido,CA,92063,,,,,,,,,,,
"1477 E Valley Pkwy, Escondido, CA 92027",8,COMMERCIAL ROBBERY - NO WEAPON,1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92063,,,,,,,,,,,
"1478 E Valley Pkwy, Escondido, CA 92027",8,MANUFACTURE/SALE/POSSESS/ETC METAL KNUCKLES (F),1600  RIVA LANE,1600,  ,Escondido,CA,92063,,,,,,,,,,,
"1479 E Valley Pkwy, Escondido, CA 92027",8,GRAND THEFT (Theft From Building) (F),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92063,,,,,,,,,,,
"1480 E Valley Pkwy, Escondido, CA 92027",8,COMMERCIAL BURGLARY,1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1481 E Valley Pkwy, Escondido, CA 92027",8,DUI DRUG (M),1000 E  WASHINGTON AVENUE,1000,  ,Escondido,CA,92063,,,,,,,,,,,
"1482 E Valley Pkwy, Escondido, CA 92027",8,VANDALISM ($400 OR MORE) (F),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92063,,,,,,,,,,,
"1483 E Valley Pkwy, Escondido, CA 92027",8,UNLAWFUL POSSESS/USE TEAR GAS OR TEAR GAS WEAPON:EX FEL/ETC (M),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92063,,,,,,,,,,,
"1484 E Valley Pkwy, Escondido, CA 92027",8,VEHICLE BREAK-IN/THEFT,1500 E  GRAND AVENUE,1500,  ,Escondido,CA,92063,,,,,,,,,,,
"1485 E Valley Pkwy, Escondido, CA 92027",8,POSS CONTROLLED SUBS PARAPHERNALIA (M),1200 E  WASHINGTON AVENUE,1200,  ,Escondido,CA,92063,,,,,,,,,,,
"1486 E Valley Pkwy, Escondido, CA 92027",8,DUI DRUG (M),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92063,,,,,,,,,,,
"1487 E Valley Pkwy, Escondido, CA 92027",8,POSSESS CONTROLLED SUBSTANCE (M),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1488 E Valley Pkwy, Escondido, CA 92027",8,PETTY THEFT(All Other Larceny) (M),100 N  CEDAR STREET,100,  ,Escondido,CA,92063,,,,,,,,,,,
"1489 E Valley Pkwy, Escondido, CA 92027",8,COMMERCIAL ROBBERY - WEAPON USED,1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92063,,,,,,,,,,,
"1490 E Valley Pkwy, Escondido, CA 92027",8,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),1500 E  GRAND AVENUE,1500,  ,Escondido,CA,92063,,,,,,,,,,,
"1491 E Valley Pkwy, Escondido, CA 92027",8,USE/UNDER INFL OF CONTROLLED SUBS (M),1200 E  GRAND AVENUE,1200,  ,Escondido,CA,92063,,,,,,,,,,,
"1492 E Valley Pkwy, Escondido, CA 92027",8,DUI ALC/0.08 PERCENT (M),100 N  BEECH STREET,100,  ,Escondido,CA,92063,,,,,,,,,,,
"1493 E Valley Pkwy, Escondido, CA 92027",8,THREATEN EXECUTIVE OFFICER WITH VIOLENCE (F),1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92063,,,,,,,,,,,
"1494 E Valley Pkwy, Escondido, CA 92027",8,VEHICLE BREAK-IN/THEFT,1500 E  GRAND AVENUE,1500,  ,Escondido,CA,92063,,,,,,,,,,,
"1495 E Valley Pkwy, Escondido, CA 92027",8,STREET ROBBERY - NO WEAPON,1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92063,,,,,,,,,,,
"1496 E Valley Pkwy, Escondido, CA 92027",8,POSS CONTROLLED SUBS (F),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1497 E Valley Pkwy, Escondido, CA 92027",8,STREET ROBBERY - NO WEAPON,1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1498 E Valley Pkwy, Escondido, CA 92027",8,DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG (M),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1499 E Valley Pkwy, Escondido, CA 92027",8,GRAND THEFT (Shoplifting) (F),1400 E  VALLEY PARKWAY,1400,  ,Escondido,CA,92063,,,,,,,,,,,
"1500 E Valley Pkwy, Escondido, CA 92027",8,VEHICLE BREAK-IN/THEFT,1200 E  MISSION AVENUE,1200,  ,Escondido,CA,92063,,,,,,,,,,,
"1501 E Valley Pkwy, Escondido, CA 92027",8,DISORD CONDUCT:ALC (M),1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1502 E Valley Pkwy, Escondido, CA 92027",8,CARRY CONCEALED DIRK OR DAGGER (M),1100 E  PENNSYLVANIA AVENUE,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1503 E Valley Pkwy, Escondido, CA 92027",8,POSS NARCOTIC CONTROLLED SUBS (M),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92063,,,,,,,,,,,
"1504 E Valley Pkwy, Escondido, CA 92027",8,VEHICLE BREAK-IN/THEFT,1000 E  OHIO AVENUE,1000,  ,Escondido,CA,92063,,,,,,,,,,,
"1505 E Valley Pkwy, Escondido, CA 92027",8,VEHICLE BREAK-IN/THEFT,1000 E  WASHINGTON AVENUE,1000,  ,Escondido,CA,92063,,,,,,,,,,,
"1506 E Valley Pkwy, Escondido, CA 92027",8,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1507 E Valley Pkwy, Escondido, CA 92027",8,COMMERCIAL ROBBERY - WEAPON USED,1100 E  VALLEY PARKWAY,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1508 E Valley Pkwy, Escondido, CA 92027",8,GRAND THEFT:MONEY/LABOR/PROPERTY (F),800 E  OHIO AVENUE,800,  ,Escondido,CA,92063,,,,,,,,,,,
"1509 E Valley Pkwy, Escondido, CA 92027",8,VANDALISM ($400 OR MORE) (F),1400 E  VALLEY PARKWAY,1400,  ,Escondido,CA,92063,,,,,,,,,,,
"1510 E Valley Pkwy, Escondido, CA 92027",8,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),500 N  ELM STREET,500,  ,Escondido,CA,92063,,,,,,,,,,,
"1511 E Valley Pkwy, Escondido, CA 92027",8,PETTY THEFT(Shoplift) (M),1100 E  VALLEY PARKWAY,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1512 E Valley Pkwy, Escondido, CA 92027",8,OTHER SEX CRIME,1200 E  MISSION AVENUE,1200,  ,Escondido,CA,92063,,,,,,,,,,,
"1513 E Valley Pkwy, Escondido, CA 92027",8,POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE (F),1100 E  VALLEY PARKWAY,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1514 E Valley Pkwy, Escondido, CA 92027",8,OTHER SEX CRIME,1200 E  MISSION AVENUE,1200,  ,Escondido,CA,92063,,,,,,,,,,,
"1515 E Valley Pkwy, Escondido, CA 92027",8,PETTY THEFT(from Building) (M),1100 E  VALLEY PARKWAY,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1516 E Valley Pkwy, Escondido, CA 92027",8,WILLFUL CRUELTY TO CHILD NO GBI (M),1100 E  WASHINGTON AVENUE,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1517 E Valley Pkwy, Escondido, CA 92027",8,DUI ALCOHOL (M),1100 E  VALLEY PARKWAY,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1518 E Valley Pkwy, Escondido, CA 92027",8,VANDALISM ($400 OR MORE) (F),600 N  ELM STREET,600,  ,Escondido,CA,92063,,,,,,,,,,,
"1519 E Valley Pkwy, Escondido, CA 92027",8,COMMERCIAL BURGLARY,900 E  VALLEY PARKWAY,900,  ,Escondido,CA,92063,,,,,,,,,,,
"1520 E Valley Pkwy, Escondido, CA 92027",8,PETTY THEFT(Shoplift) (M),1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1521 E Valley Pkwy, Escondido, CA 92027",8,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1100 E  VALLEY PARKWAY,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1522 E Valley Pkwy, Escondido, CA 92027",8,VEHICLE BREAK-IN/THEFT,400  SAN PASQUAL VALLEY ROAD,400,  ,Escondido,CA,92063,,,,,,,,,,,
"1523 E Valley Pkwy, Escondido, CA 92027",8,GRAND THEFT (Theft From Building) (F),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1524 E Valley Pkwy, Escondido, CA 92027",8,POSS CONTROLLED SUBS FOR SALE (F),1100 E  VALLEY PARKWAY,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1525 E Valley Pkwy, Escondido, CA 92027",8,CARRY CONCEALED DIRK OR DAGGER (F),1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1526 E Valley Pkwy, Escondido, CA 92027",8,POSS CONTROLLED SUBS PARAPHERNALIA (M),400 N  ROSE STREET,400,  ,Escondido,CA,92063,,,,,,,,,,,
"1527 E Valley Pkwy, Escondido, CA 92027",8,PETTY THEFT(from Building) (M),1100 E  VALLEY PARKWAY,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1528 E Valley Pkwy, Escondido, CA 92027",8,PETTY THEFT(All Other Larceny) (M),1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1529 E Valley Pkwy, Escondido, CA 92027",8,POSSESS CONTROLLED SUBSTANCE (M),400 N  BEECH STREET,400,  ,Escondido,CA,92063,,,,,,,,,,,
"1530 E Valley Pkwy, Escondido, CA 92027",8,VEHICLE BREAK-IN/THEFT,1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1531 E Valley Pkwy, Escondido, CA 92027",8,DUI ALCOHOL (M),1100 E  WASHINGTON AVENUE,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1532 E Valley Pkwy, Escondido, CA 92027",8,PETTY THEFT(All Other Larceny) (M),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1533 E Valley Pkwy, Escondido, CA 92027",8,VANDALISM ($400 OR MORE) (F),1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92063,,,,,,,,,,,
"1534 E Valley Pkwy, Escondido, CA 92027",8,VEHICLE BREAK-IN/THEFT,1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1535 E Valley Pkwy, Escondido, CA 92027",8,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92063,,,,,,,,,,,
"1536 E Valley Pkwy, Escondido, CA 92027",8,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),1000 E  WASHINGTON AVENUE,1000,  ,Escondido,CA,92063,,,,,,,,,,,
"1537 E Valley Pkwy, Escondido, CA 92027",8,PETTY THEFT(All Other Larceny) (M),1500 E  GRAND AVENUE,1500,  ,Escondido,CA,92063,,,,,,,,,,,
"1538 E Valley Pkwy, Escondido, CA 92027",8,OBSTRUCT/RESIST EXECUTIVE OFFICER WITH MINOR INJURY (F),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92063,,,,,,,,,,,
"1539 E Valley Pkwy, Escondido, CA 92027",8,POSS CONTROLLED SUBS PARAPHERNALIA (M),1100 E  VALLEY PARKWAY,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1540 E Valley Pkwy, Escondido, CA 92027",8,GRAND THEFT (Shoplifting) (F),1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92063,,,,,,,,,,,
"1541 E Valley Pkwy, Escondido, CA 92027",8,VEHICLE BREAK-IN/THEFT,1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1542 E Valley Pkwy, Escondido, CA 92027",8,PETTY THEFT(All Other Larceny) (M),1100 E  VALLEY PARKWAY,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1543 E Valley Pkwy, Escondido, CA 92027",8,POSS CONTROLLED SUBS PARAPHERNALIA (M),1100 E  VALLEY PARKWAY,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1544 E Valley Pkwy, Escondido, CA 92027",8,POSS NARCOTIC CONTROLLED SUBS (M),1100 E  VALLEY PARKWAY,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1545 E Valley Pkwy, Escondido, CA 92027",8,DUI ALCOHOL (M),800  MILANE LANE,800,  ,Escondido,CA,92063,,,,,,,,,,,
"1546 E Valley Pkwy, Escondido, CA 92027",8,FRAUD,400  EL RANCHO LANE,400,  ,Escondido,CA,92063,,,,,,,,,,,
"1547 E Valley Pkwy, Escondido, CA 92027",8,DUI ALCOHOL (M),1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92063,,,,,,,,,,,
"1548 E Valley Pkwy, Escondido, CA 92027",8,DUI ALCOHOL (M),200 N  ASH STREET,200,  ,Escondido,CA,92063,,,,,,,,,,,
"1549 E Valley Pkwy, Escondido, CA 92027",8,SIMPLE BATTERY (M),1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1550 E Valley Pkwy, Escondido, CA 92027",8,POSS CONTROLLED SUBS FOR SALE (F),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92063,,,,,,,,,,,
"1551 E Valley Pkwy, Escondido, CA 92027",8,DUI ALCOHOL (M),800  HARDING STREET,800,  ,Escondido,CA,92063,,,,,,,,,,,
"1552 E Valley Pkwy, Escondido, CA 92027",8,SIMPLE BATTERY (M),1400 E  VALLEY PARKWAY,1400,  ,Escondido,CA,92063,,,,,,,,,,,
"1553 E Valley Pkwy, Escondido, CA 92027",8,USE/UNDER INFL OF CONTROLLED SUBS (M),1100 E  VALLEY PARKWAY,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1554 E Valley Pkwy, Escondido, CA 92027",8,COMMERCIAL ROBBERY - WEAPON USED,1400 E  VALLEY PARKWAY,1400,  ,Escondido,CA,92063,,,,,,,,,,,
"1555 E Valley Pkwy, Escondido, CA 92027",8,DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG (M),1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92063,,,,,,,,,,,
"1556 E Valley Pkwy, Escondido, CA 92027",8,COMMERCIAL BURGLARY,1200 E  WASHINGTON AVENUE,1200,  ,Escondido,CA,92063,,,,,,,,,,,
"1557 E Valley Pkwy, Escondido, CA 92027",8,USE/UNDER INFL OF CONTROLLED SUBS (M),500 N  ROSE STREET,500,  ,Escondido,CA,92063,,,,,,,,,,,
"1558 E Valley Pkwy, Escondido, CA 92027",8,DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG (M),1100 E  VALLEY PARKWAY,1100,  ,Escondido,CA,92063,,,,,,,,,,,
"1330 E Grand Ave, Escondido, CA 92027",9,STREET ROBBERY - NO WEAPON,1800 E  VALLEY PARKWAY,1800,  ,Escondido,CA,92027,,,,,,,,,,,
"1331 E Grand Ave, Escondido, CA 92027",9,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),1500 E  GRAND AVENUE,1500,  ,Escondido,CA,92027,,,,,,,,,,,
